Name,Year,Country,qty
Baba Aniela & daughter Helena,1997,poland,2
Babiarz Kazimiera & daughter Halina,1985,poland,2
Babilinska Gertruda,1963,poland,1
Babinska Zofia & daughter Danuta,1985,poland,2
Babisz Zofia; ch: Stefania Wisia,1993,poland,2
Bachanski Franciszek & Bronislawa,2019,poland,2
Bachul Stanislaw & Ludwika; ch. Wladyslaw Roman Janina Anna Maria,1990,poland,3
Baczynska Leokadia,1981,poland,1
Badowski Stefan-Franciszek,1984,poland,1
Baginska Ludmila; son Tadeusz,1992,poland,2
Baginska-Puchalska Irena,1987,poland,1
Bajak Teofila & Aleksander,2001,poland,2
Bajewska Aniela,2016,poland,1
Bajkowska Zofia (Balacka),1981,poland,1
Bajraszewska Halina (Assanowicz),1982,poland,1
Bak Antonina,1990,poland,1
Bakala Tadeusz & Helena,1996,poland,2
Bak-Wolanska Danuta,1985,poland,1
Baldowska Wanda,1985,poland,1
Balicki Jozef & Katarzyna,1987,poland,2
Balicki Stanislaw & brother Wladyslaw,1987,poland,2
Balicki Zygmunt & Jadwiga & d. Helena,1985,poland,3
Balinski Kazimierz & Janina & daughter Stanislawa,2002,poland,3
3 Balinski Sylwester & Agnieszka,2002,poland,2
Balsewicz Czeslaw,1994,poland,1
Balul Wiktoria & Wincenty; children: Franciszek Antoni,1994,poland,3
Balwierz Jozef,2007,poland,1
Banach Jan & Anna,2001,poland,2
Banach Michal & Karolina,2018,poland,2
Banas Franciszek,1980,poland,1
Banasiewicz Franciszek & Magdalena; ch: Maria & Tadeusz,1991,poland,4
Bando-Stupnicka Anna,1983,poland,1
Banek Jozef & Anna,1976,poland,2
Banek Jozef & dght. Irma (Kaplonska),1993,poland,2
Bania Zofia,2011,poland,1
Baniak Kazimierz,2005,poland,1
Baniecka Zofia,2016,poland,1
Banko Julia (Czulemba),2019,poland,1
Bankowska Wladyslawa & sister Stanislawa Blichert,1987,poland,2
Bar Natan-Kujawska Celina,1987,poland,1
Bar Jozef & Julia & daughter Janina,1999,poland,3
Baran Anna & Julian,1985,poland,2
Baran Boleslaw,1981,poland,1
Baran Franciszek & Anna; ch: Boleslaw & Mieczyslaw,1987,poland,4
Baran Jozef & Eleonora,1994,poland,2
Baran Jozefa,1992,poland,1
Baran Katarzyna,2015,poland,1
Barancewicz Larisa,1965,poland,1
Baranek (Jadlina) Modesta & parents Jan & Marianna,1988,poland,3
Baranek Wincenty & Lucja & ch. Henryk & Tadeusz & his step-mother Katarzyna,2012,poland,5
Baranowska Elzbieta,2019,poland,1
Baranowska Jozefa; d. Irena Krasuska,1993,poland,2
Baranowski Gerwazy & Emilia & son Feliks,2017,poland,3
Baranska Janina; son Stanislaw,1993,poland,2
Baranski Jan & Wladyslawa & ch.: Hanna Zbigniew & Stefania Lyszczynska,1996,poland,4
Barchanowska Helena,1993,poland,1
4 Barcikowska Helena; ch: Jozef & Tadeusz,1985,poland,3
Barczak brothers: Franciszek Jozef Wladyslaw,1993,poland,1
Barczynski Jozef R.,1993,poland,1
Barszcz Marianna,2018,poland,1
Bart Zofia & Jerzy,2002,poland,2
Bartczak Jan,2001,poland,1
Bartczak Marian & Helena,1985,poland,2
Bartczak Stefania,1998,poland,1
Bartkowiak Euzebia,2002,poland,1
Bartosiewicz Maria & her son Miron,2019,poland,2
Bartosik Wojciech,2014,poland,1
Bartoszewicz-Janowa Zofia & Jan,1982,poland,2
Bartoszewski Wladyslaw,1965,poland,1
Bartoszkiewicz Julianna,2005,poland,1
Barut Jan & Ludwika,1988,poland,2
Barutowicz Karolina,1999,poland,1
Barutowicz Stefan & daughter Zofia,1999,poland,2
Barylak Aniela,2007,poland,1
Barys Kazimierz & brother Franciszek,1987,poland,2
Barzal Maria & Janek,1983,poland,2
Basik Wojciech,1993,poland,1
Batawia-Klodnicka Weronika,1982,poland,1
Batko-Molenda Zofia,1993,poland,1
Batorowicz Mieczyslaw & Maria,1986,poland,2
Baumgarten Maria & Jozef,1994,poland,2
Bawol Irena,1989,poland,1
Bazant Stanislaw & Jozefa,1995,poland,2
Bazant Wincenty-Stefan,1995,poland,1
Bazarnik Wlodzimierz & Danuta,1993,poland,2
Bazydlo Feliks & Bronislawa,1996,poland,2
Bebak Waclaw & Felicja,1998,poland,2
Beck Walenty & Julia & dght. Aleksandra Zalewska,1983,poland,3
Bednarczyk Mr.,1984,poland,1
Bednarek Jozefa,2017,poland,1
Bednarska Stefania,1984,poland,1
Bednarska Zofia,1981,poland,1
Bednarz Eugenia,1991,poland,1
5 Belszan Maria,2001,poland,1
Ben Kazimierz,2016,poland,1
Benedyk Michal & Aleksandra,2019,poland,2
Benisz Jan,2015,poland,1
Berczynska Kazimiera,1986,poland,1
Berczynski Waclaw & Zofia,1986,poland,2
Berengut-Zielinska Irena,1992,poland,1
Bereska Helena,1973,poland,1
Bereska Janina,2010,poland,1
Bereta Anna; ch: Anna Julian,1990,poland,2
Berger Janina (Kowalyk) & her mother Karolina Kowalyk,1983,poland,2
Bernarda Sister (Rozalia Sidelko),1986,poland,1
Bernat-Sliski Zofia,1995,poland,1
Betiuk Stanislaw,1984,poland,1
Bezruczko Mikolaj & Katarzyna; d. Jadwiga,1991,poland,3
Bialasik Jozef,2020,poland,1
Bialkowski Boleslaw & Zofia,1987,poland,2
Bialostocka Walentyna,1984,poland,1
Bialowarczuk Waclaw & Lucyna,1990,poland,2
Bialy Kazimierz & Janina,1991,poland,2
Bialy Stefan & Lucyna (Bogucka),2015,poland,2
Biczyk Jozef & Helena,1982,poland,2
Biedrawa Stanislaw,2017,poland,1
Bieganski Piotr & Stanislawa,1965,poland,2
Biel Tomasz & Maria,1991,poland,2
Bielak-Bulat Jozia,1990,poland,1
Bielawska Irena,1983,poland,1
Bielawski Jozef & Barbara; son Boleslaw,1994,poland,3
Bielecki Jerzy,1985,poland,1
Bielicki Wojslaw,1990,poland,1
Bielinski Antoni & Helena,1989,poland,2
Bielinski Stanislaw & Halina,1986,poland,2
Bielinski Zdzislaw & Zofia,1989,poland,2
Bieniecka-Godlewska Helena,1986,poland,1
Bieradzka-Krysinska Antonina,1991,poland,1
Biernacki Antoni,2005,poland,1
6 Biesaga Jozef,2000,poland,1
Biesiada Edmund & Julia (Nowicka),1985,poland,2
Bieszcz Anna & mother Maria Zulak,2001,poland,2
Bigos Antoni & Anastazja,2007,poland,2
Bigoszewska Maria-Janina,1997,poland,1
Bik Jozef & his sister Maria,2019,poland,2
Bikiewicz Anna,2019,poland,1
Bil Franciszka,2004,poland,1
Bil Tomasz & Olga,1979,poland,2
Bilewicz Tadeusz,1979,poland,1
Bilinska-Orzechowska Stefania,1990,poland,1
Binder Zygmunt & Helena,1979,poland,2
Bitowtowa Anastazja,2010,poland,1
Bitschanowa Maria,1991,poland,1
Bizior-Horyslawska Jozefa,1987,poland,1
Blam Sara,1964,poland,1
Blasiak Aleksander,2004,poland,1
Blaszczyk Stanislaw & Anastazia; ds. Stanislawa & Zofia,1989,poland,4
Blaszko Franciszek & Regina,2018,poland,2
Blaszkowski Jozefa & Aleksander,1978,poland,2
Blazejczyk Genowefa,2003,poland,1
Blicharz Marian & Weronika,1993,poland,2
Blichert Antoni & Jadwiga (Bankowska),1987,poland,2
Bloch Anna,1998,poland,1
Blocka Kazimiera; d. Regina (Glowacka),1992,poland,2
Blonski Antoni & Jozefa,2010,poland,2
Blonski Franciszek & Adela; son Stanislaw,1994,poland,3
Bobatow Bronislawa & Aleksander & son Janusz,1987,poland,3
Boberek Grzegorz & Katarzyna,1993,poland,2
Bobrowska Helena; ds. Maria Halina Teresa,1995,poland,2
Bobrowska Wladyslawa,2018,poland,1
Bobrowski Franciszek & Franciszka; ch: Michal Stefan Maria,1997,poland,3
Bobrowski Maria & Mieczyslaw,1979,poland,2
Bobryk Karolina,2021,poland,1
Bochenek Franciszek & Bronislawa,2005,poland,2
Bochenek Maria & Bronislaw,1985,poland,2
7 Bochenek Zofia & Henryk,1995,poland,2
Bochenska Marta,2011,poland,1
Bochenski Jozef & Maria ; son Antoni,1990,poland,3
Bocian Halina & Zygmunt,1998,poland,2
Bocian Irena,2017,poland,1
Bocon-Kedra Helena,1988,poland,1
Boczar Jadwiga Zofia,1988,poland,1
Boczkowski Flawian & Stanislawa ch. Jozef Zygmunt & Helena Sapierzynska,2009,poland,3
Boczkowski Stanislaw & Zofia (Ossowska),1966,poland,2
Bodaszewski Kazimierz & Maria,1986,poland,2
Bogdan Bazyli,1965,poland,1
Bogdanowicz Anna,1983,poland,1
Bogdanowicz Franciszek & Izabella & son Czeslaw,1998,poland,3
Bogdanska Janina,1997,poland,1
Bogucki Andrzej,1978,poland,1
Bogucki Karol,1969,poland,1
Bogucki Kazimierz,1981,poland,1
Bogucki Kazimierz & Jadwiga,1990,poland,2
Bogucki Lucjan & Kazimiera,2015,poland,2
Bogusz Piotr & Karolina,1992,poland,2
Boguszewski Bruno,1978,poland,1
Bohdziewicz Zofia & Witold,2000,poland,2
Bojanowicz Tadeusz & Kazimiera,1989,poland,2
Bojarska Stefania,2012,poland,1
Bolotnow Jan; son Alfred,1996,poland,2
Bolt Zbigniew,2000,poland,1
Bomba Kazimierz & Kazimiera,1991,poland,2
Bombas Rozalia & her dght. Zuzanna Jakubska,1987,poland,2
Bonczak Jozef & Maria,1988,poland,2
Bonczak Zygmunt & Jadwiga,1988,poland,2
Boncza-Tomaszewski Stanislaw,2010,poland,1
Bonkowski Wladyslaw,1967,poland,1
Boratynski Boleslaw & Jozefa,1992,poland,2
Borecka-Szczycinska Genowefa,1988,poland,1
Borecki Henryk,1988,poland,1
Borek Anna (Mokrzycka),2017,poland,1
8 Borek Jan,2015,poland,1
Borek Julian & father Henryk,1984,poland,2
Borkiewicz Aleksandra,1981,poland,1
Borkowska Aniela,1983,poland,1
Borkowska Anna,1984,poland,1
Borkowska Aurelia,2002,poland,1
Borkowski Stanislaw & Maria,1988,poland,2
Borowik Stefania,1988,poland,1
Borowska-Kozlowska Jadwiga,2012,poland,1
Borowski Stanislaw & Helena,2018,poland,2
Boruc Jan & Teofila & son Czeslaw,1992,poland,3
Borucinski Michal & Zofia & daughter Hanna Soltan,1999,poland,3
Borucki Robert & Natalia,1992,poland,2
Borychowski Henryk & Ludwika,1999,poland,2
Borys Maria,1997,poland,1
Borysewicz Feliks,1983,poland,1
Borysewicz Wladyslawa (d. of Drozdowska S.),1994,poland,1
Borysowicz Dr. Jerzy,1984,poland,1
Borzecki Jozef & Marianna,2010,poland,2
Boska Anna Maria,2019,poland,1
Bozek-Skrzynska Stanislawa,1992,poland,1
Bracha Jan & Antonina & daughter Stanislawa,2000,poland,3
Bradlo Antoni & brs. Tadeusz Eugeniusz,1986,poland,2
Bradlo Szczepan & Klara,1986,poland,2
Bratkowska Zofia,1993,poland,1
Bratos Franciszek & Jozefa,1992,poland,2
Brauner Adolf,1981,poland,1
Brazowska Anna,1976,poland,1
Brejna Boleslaw & Wladyslawa; ch: Kazimierz Zofia Stanislawa Tadeusz with wife Stefania Barbara,1982,poland,3
Broczek Leonard & Maria & his parents Franciszek & Jadwiga,1987,poland,4
2000 Broda Helena & Adam,1985,poland,2
Brodowska-Kubicz Helena,1991,poland,1
Brodziak Wladyslaw & Anastazja,1984,poland,2
Brogowski Maciej & Cecylia,2006,poland,2
Bronic-Kustal Anna,1992,poland,1
Broszko Aniela,1981,poland,1
9 Brun Zygmund & Wanda & dghtrs. Alina & Irena Gumulka,1980,poland,4
Bruniany Wawrzyniec,1976,poland,1
Bruss Wiktoria,2020,poland,1
Brust Henryk & Aniela,1979,poland,2
Brust Marian & Lucyna,1979,poland,2
Bruzda Rozalia,1985,poland,1
Bryg-Job Izabela,1980,poland,1
Brykalska-Czetwertynska Anna,1986,poland,1
Brykczynski Marcin & Maria (Dambska),2010,poland,2
Brys Johan,1982,poland,1
Brzeski Jan,1990,poland,1
Brzezanska Michalina,1991,poland,1
Brzezinka Edward,1988,poland,1
Brzezinska Irena,1994,poland,1
Brzezinski Jan & Maria,1977,poland,2
Brzosko Wladyslaw,2018,poland,1
Brzostek Tadeusz & Krystyna,1984,poland,2
Brzozowicz Antonina; ds. Maria Olga,1996,poland,2
Brzozowski Jan & Mrs.,2021,poland,2
Brzuszkiewicz Kazimierz,1998,poland,1
Brzyszcz Franciszek & Katarzyna,1996,poland,2
Buchala Jan & Stefania,2019,poland,2
Buchholtz-Buskolska Janina,1965,poland,1
Buczek Wilhelm & Sabina,1991,poland,2
Buczkowski Karol,1983,poland,1
Buczok Karol,2017,poland,1
Buczynski Jaroslaw,2016,poland,1
Budnik Piotr,1966,poland,1
Budnowska Tekla,2016,poland,1
Budynski Jozef & Anna & dght. Krystyna Bryk,2018,poland,3
Budynski Wladyslaw,1982,poland,1
Budzinska-Kurek Helena,2002,poland,1
Budziszewska Floria,2004,poland,1
Bugajska Julia,1990,poland,1
Bugaska Wanda,2020,poland,1
Bujel Ignacy & Katarzyna,2017,poland,2
10 Bujnowski Konstanty & Wladyslawa,2008,poland,2
Bukowinski Leon & Jadwiga,1963,poland,2
Bukowska Helena,2014,poland,1
Bukowski Jerzy & Waclawa,1999,poland,2
Bukowski Wlodzimierz,2014,poland,1
Bulaszewski Stefan,1992,poland,1
Bulat Marianna,1993,poland,1
Bulik Jozefa & Ignacy & ch. Wanda & Ignacy,1996,poland,4
Bulkowska Rozalia,1996,poland,1
Bulski Jan & Kazimiera,1984,poland,2
Burakowski Marian & Dr. Alicja,1983,poland,2
Burbutowski Jan & Maria,2018,poland,2
Burchacki Stefan & Helena,1980,poland,2
Burda Elzbieta,1984,poland,1
Burdowa Maria,2006,poland,1
Burko Andrzej & Hanna,1987,poland,2
Burlingis Wiktoria & Pawel,1992,poland,2
Burza-Wilczkiewicz Teresa,2012,poland,1
Burzminska Stefania; sis. Podgorska Helena,1979,poland,2
Burzynska-Zalewska Eugenia,1981,poland,1
Bus Tomasz,2002,poland,1
Buslowicz Stanislaw,1979,poland,1
Bussold Stanislawa,1970,poland,1
Butkiewicz Jozef & Jadwiga (Danilowicz),1992,poland,2
Butkiewicz Stanislawa,1991,poland,1
Buza Tadeusz,1981,poland,1
Bydon Katarzyna,2014,poland,1
Bykowska Sister Krystyna,1981,poland,1
Bykowski Antoni & Wladyslawa; ch: Stanislaw Halina Henryka,1990,poland,3
Bylica-Strusinska Irena,1987,poland,1
Bylicki Bronislaw & Jozefa,2014,poland,2
Byrczek Maria,2004,poland,1
Byszewska Helena & dght. Anna Chojnowska,1986,poland,2
Bytnar Krystyna (Swiecicka),1983,poland,1
Cabaj Jan & Tatiana; ch: Janina Antonina,1991,poland,3
Calek Jakub & Helena,2007,poland,2
11 Calka Szymon & Helena,1969,poland,2
Cap Maria,1992,poland,1
Capf Adolf & Halina,1984,poland,2
Car Czeslaw & Maria,1982,poland,2
Car Stanislaw,1988,poland,1
Carelus Jadwiga (Zbik),1983,poland,1
Cebula Julia,1993,poland,1
Cebulakowa Stanislawa,1980,poland,1
Cegielka Czeslawa,1984,poland,1
Cegielski Michal,2021,poland,1
Ceglewska Celina,1991,poland,1
Cekalska Justyna; son Zbigniew,1995,poland,2
Celeda Franciszek & Sabina,2021,poland,2
Celej Jozef & Felicja & d. Tatiana,1981,poland,3
Celinska Zofia,2001,poland,1
Celuch Konstanty & Justyna son Tadeusz,1999,poland,2
Cendrowska Stefania,2013,poland,1
Cepinski Seweryn & Irena,2001,poland,2
Chaber Julia,1996,poland,1
Chaber Stanislaw & Maria,1996,poland,2
Chacinski Antoni & Irena,2018,poland,2
Chacza Edward,1964,poland,1
Chadzynski Edward,1986,poland,1
Chajdacka Maria,1984,poland,1
Chajec Walenty & Magdalena,1992,poland,2
Charaszkiewicz Maria,1976,poland,1
Charemza Tadeusz,2012,poland,1
Charezinski Jan & Apolonia,1992,poland,2
Charlamow Mikolaj,1985,poland,1
Charmuszko Pawel,1968,poland,1
Charuk Jan & Rozalia,1981,poland,2
Chawinska Bogumila & Jan,1985,poland,2
Chec Stanislaw & Karolina; d. Marianna,1989,poland,3
Checinski Slawomir-Juliusz,1991,poland,1
Chelpa Anna,1968,poland,1
Chelpa Jan,2020,poland,1
Chemicz Stefan,2000,poland,1
12 Chir Marian & Joanna,1990,poland,2
Chir Michal,1991,poland,1
Chiuk Katarzyna,2012,poland,1
Chlipalski Henryk & Eugenia,1990,poland,2
Chludzinski Wincenty,2005,poland,1
Chmiel Aniela,1969,poland,1
Chmielenski Ludwik & Maria & daughter Irena,1998,poland,3
Chmielewska Apolonia,1981,poland,1
Chmielewska Helena (Mother Superior),2014,poland,1
Chmielewska Michalina,1981,poland,1
Chmielewska Roza,2011,poland,1
Chmielewski Bazyli,1995,poland,1
Chmielewski Bronislaw & Izydora dght. Stefania,2021,poland,2
Chmielewski Stanislaw,1983,poland,1
Chmielewski Zenon & Barbara,1987,poland,2
Chmura Irena & Wanda,1976,poland,2
Chmura Karol & Agata & daughter Anna,2001,poland,3
Chodor Jan & Stefania; d. Stanislawa Bardzik,1993,poland,3
Chodorowski Jan & Zofia,1993,poland,2
Choinska-Walczak Leokadia,1993,poland,1
Chojnacka Apolonia,1984,poland,1
Cholewa Jozef,1975,poland,1
Cholewa Tadeusz,1986,poland,1
Cholewicki Maria & Janusz,1990,poland,2
Cholewinski Stanislaw,1992,poland,1
Choma Feliks & Weronika,1995,poland,2
Chomicz Jadwiga,2018,poland,1
Choms Wladyslawa,1966,poland,1
Chorazkiewicz Adam & Jadwiga,2011,poland,2
Chorazyczewski Adam & Halina,2003,poland,2
Chorazyczewski Ignacy & Helena & son Cezary,1979,poland,3
1988 Choromanska Janina,1996,poland,1
Chrascikowska Wanda; daughter Halina,1991,poland,2
Chrobot Malgorzata; son Stanislaw,1992,poland,2
Chromczak-Jablonski Janina,1987,poland,1
Chrostek Franciszek & Rozalia,1992,poland,2
Chruszcz Marta & Ignac,1985,poland,2
13 Chrzanowska Wanda,1981,poland,1
Chrzanowska-Szlom Danuta,1997,poland,1
Chucherko Stefan & Zofia; ch: Eugeniusz Henryk Leopold,1983,poland,3
Chylinska Zofia (Hennius),1984,poland,1
Chynowska-Krolikiewicz Wieslawa,1986,poland,1
Cicha Stanislawa,2005,poland,1
Cichocka Stefania,2009,poland,1
Cichocki Mr.,1979,poland,1
Cichon Jan & Jozefa (Kryczka),1997,poland,2
Ciechanowski Jan ; brother Stefan,2004,poland,2
Ciecierega Kazimierz & dght. Zofia Cwik,1975,poland,2
Ciecierska Danuta,1998,poland,1
Cielecki Josef & Maria,1986,poland,2
Ciemiega Stefania,1968,poland,1
Cieply Jan,1967,poland,1
Cieply Jan,2018,poland,1
Ciesielska Halina & mother Helena,1986,poland,2
Ciesielska Romualda & Feliks,1967,poland,2
Ciesla Stanislaw & Anna,1967,poland,2
Ciesla Wladyslaw,1988,poland,1
Cieslak Jan & Maria,2021,poland,2
Cieslak Stanislaw & Zofia,1978,poland,2
Cieslakowski Jan,1995,poland,1
Cieslicki Jan & Stefania,1991,poland,2
Cieslikowski Edward,2020,poland,1
Cieszkowska Aniela,2002,poland,1
Cimek Jadwiga,1974,poland,1
Cimoszko Magdalena,1990,poland,1
Cioczek Jan & Marianna,2007,poland,2
Ciok Franciszek & Maria; son Zdzislaw,1992,poland,3
Ciok Jan,1993,poland,1
Ciolek Stefania; daughter Helena-Zofia,1991,poland,2
Ciolko Mieczyslaw,2016,poland,1
Ciolkosz Kazimierz,1992,poland,1
Ciosmak-Buszko Anna,1984,poland,1
Ciszewska Janina & sons Ryszard & Zdzislaw,1987,poland,3
14 Ciuksza Jan & Aleksandra,1980,poland,2
Ciurlik Jan & Wiktoria,2016,poland,2
Codogni Stanislaw & son Karol,1986,poland,2
Cuper Leokadia & son Czeslaw,2002,poland,2
Cybulski Kazimierz & Aleksandra,2017,poland,2
Cygan Edward (Cyganiewicz) & sister Helena (Kusmierz),1978,poland,2
Cygan Franciszek & Janina,1978,poland,2
Cyganowski Waclaw,2014,poland,1
Cygler Wladyslawa,1981,poland,1
Cynka Walenty & Janina,2019,poland,2
Cywinski Feliks,1966,poland,1
Cywinski-Jurkowski Danuta & m. Krystyna,1974,poland,2
Czabaj Wanda,1982,poland,1
Czaban Jan & son Kazimierz,2017,poland,2
Czajka Paulina,1993,poland,1
Czajkowska Bronislawa & Szymon; s. Andrzej,1963,poland,3
Czajkowski Jerzy & Helena,1985,poland,2
Czajkowski Walerian,1988,poland,1
Czajowska Franciszka,1991,poland,1
Czapla Jan & Marianna,1984,poland,2
Czaplarski Jan & Halina,2018,poland,2
Czaplinska Helena,1989,poland,1
Czapran Peotr & Anna,2004,poland,2
Czarkowska Aniela,1991,poland,1
Czarkowski Jozef & Stanislawa,1991,poland,2
Czarnecki Wladyslaw & Zofia; ch: Zenon Antoni Jozef Danuta,1991,poland,3
Czarnota Zofia,2001,poland,1
Czartoryska Helena,1993,poland,1
Czechonski Piotr & Emilia,1999,poland,2
Czech-Zdobylak Aniela,2001,poland,1
Czepieluk Ludwik & Maria; d. Katarzyna (Dawt),1995,poland,3
Czerepak Marcin,1988,poland,1
Czerewaniow Jan & Katarzyna,1987,poland,2
Czerkies Sabina (Ossowska),2015,poland,1
Czerniak Stefania,1979,poland,1
15 Czerniakowski Piotr & Zofia; d. Lechoslawa (Ostrowska),1993,poland,3
Czerniecki Stanislaw,1989,poland,1
Czerniewicz-Nalepa Franciszka,1984,poland,1
Czerny-Biernat Zofia,1987,poland,1
Czerwien Fryderyk & Maria,2003,poland,2
Czerwinska Antonina & her brother Jozef Wojcik,2018,poland,2
Czerwinski Wieslaw & Domicela,2006,poland,2
Czesnowicki Alfons Emilia & Jadwiga,1984,poland,2
Czetwertynski Witold & Julia,1986,poland,2
Czezowski Tadeusz & Antonina; d. Teresa,1963,poland,3
Czolowski Stanislaw & Aniela,1987,poland,2
Czternastek Adam,2014,poland,1
Czuba Jozef,1979,poland,1
Czuba Michal,1989,poland,1
Czubak Genowefa,1980,poland,1
Czubczenko Leon & Danuta & his mother Elzbieta,1985,poland,3
Czubek Wladyslaw & Aleksandra,2014,poland,2
Czulinski Boleslaw,2011,poland,1
Czupryniak Wladyslaw & Irena; son Janusz-Wlodzimierz,1989,poland,3
Czuruk Boleslaw,2009,poland,1
Czyrny Michal & Anna,1997,poland,2
Czyzyk Grzegorz,2013,poland,1
Czyzykowski Marcin & Maria,1990,poland,2
Dabowski Krzysztof,1983,poland,1
Dabrovsky Konstantin & Maria,1994,poland,2
Dabrowiecki Jozef & Maria,1987,poland,2
Dabrowska Maria,2014,poland,1
Dabrowska Zofia,1984,poland,1
Dabrowski Jozef & Jadwiga,2004,poland,2
Dabrowski Boleslaw,1994,poland,1
Dabrowski Franciszek & Maria,2009,poland,2
Dabrowski Michal & Jadwiga,1992,poland,2
Dabrowski Stanislaw & Anastazja & dght. Kazimiera (Kocyk-Poltorak),1998,poland,3
Dabrowski Waclaw & Jozefa,1995,poland,2
Dabrowski Wladyslaw,1994,poland,1
16 Dadak Jozefa,1984,poland,1
Dajtrowski Andrzej & Anna; ds. Leokadia (Kawalec) Maria (Wegierska),1989,poland,3
Dambrowska Stefania,1996,poland,1
Damski John,1988,poland,1
Damski Jozef & Helena,1979,poland,2
Danek Tadeusz,1993,poland,1
Dangel Feliks,1993,poland,1
Danilewicz Adolf,2001,poland,1
Danilowicz Teresa daughter Janina (Babianska),1992,poland,1
Daniluk Wlodzimierz & Anna; daughters Luba Rajsa,2003,poland,3
Daniszewski Jozef & Helena ; daughter Irena,2004,poland,3
Danko Krystyna,1998,poland,1
Danko Mieczyslaw & Jadwiga,2008,poland,2
Darowski Jozef & Zofia,2004,poland,2
Dassau Aniela,2013,poland,1
Daszkiewicz Anna,1979,poland,1
Daszkiewicz-Gorczyca Wladyslawa,1985,poland,1
Dawidowicz Stefania (Fabrykowska),2018,poland,1
Dawidziuk-Borkowska Stanislawa (Szymkiewicz),1981,poland,1
Deba Magdalena & son Jan,1971,poland,2
Debicka Zofia & dght. Halina,1988,poland,2
1991 Debicki Kazimierz & Sylwina,1996,poland,2
Debnicki Kazimierz,1981,poland,1
Debski Zygmunt,1988,poland,1
Dec Maria,1976,poland,1
Deczynska Maria; ch: Zofia Jadwiga (Schmidt),1994,poland,2
Degorski Ryszard,1977,poland,1
Deimart Maria,2001,poland,1
Delag Jozef & Petronela,2004,poland,2
Dembinska Aniela,2017,poland,1
Demel Jozefa,1966,poland,1
Demianczuk Kazimiera,2011,poland,1
Demska Stanislawa,1965,poland,1
Denasiewicz Maria; daughter Krystyna,1994,poland,2
Deneko-Salek Jadwiga,1987,poland,1
Denkiewicz Karolina,2015,poland,1
17 Dentkiewicz Jan,1998,poland,1
Dentkiewicz-Ploska Stanislawa,1984,poland,1
Depa Helena & Kazimierz,1993,poland,2
Derych-Merwart Kamilla,2018,poland,1
Dewitz Wanda,2008,poland,1
Dicker-Srebniak Maria,1987,poland,1
Diehl Gustaw & Kazimiera,1998,poland,2
Dlutowska Maria Krystyna & m. Stefania,1982,poland,2
Dobek Jozef & Cecylia; son Stanislaw,1991,poland,3
Dobiecka Helena (Mother Superior),2020,poland,1
Dobiecka Jadwiga,1992,poland,1
Dobkowski Boleslaw & Apolonia; ch: Tadeusz Mieczyslaw Wincenty,1991,poland,3
Dobosiewicz Rudolf & Stanislawa,1987,poland,2
Dobosz-Krolikowski Zygmunt,1989,poland,1
Doboszynska Zofia & Jerzy,1983,poland,2
Dobraczynska Pelagia & Wiktor,1983,poland,2
Dobraczynski Jan,1993,poland,1
Dobrodziej Wladyslaw & Krystyna (Habrowska); m. Helena (Bunin),1994,poland,3
Dobrolubow Barbara,1992,poland,1
Dobrowolska Maria,2016,poland,1
Dobrowolska Stefania,1982,poland,1
Dobrowolska-Michalska Anna,1984,poland,1
Dobrowolski Dr. Stanislaw W.,1979,poland,1
Dobrowolski Hipolit & Jozefa,1999,poland,2
Dobrowolski Kazimierz & Stefania,1998,poland,2
Dobrowolski Mieczyslaw,1989,poland,1
Dobrowolski Stanislaw & Zofia,1987,poland,2
Dobrowolski Tadeusz & Halina,1991,poland,2
Dobrowolski Wladyslaw,1981,poland,1
Dobrucki Andrzej & Aniela,1983,poland,2
Dobrzanska Grazyna,1983,poland,1
Dobrzanski Stefan,1983,poland,1
Dobrzecka Emilia,2017,poland,1
Dobrzynski Wlodzimierz & Jadwiga; d. Alicja (Borkowska),1994,poland,3
Docha Dr. Antoni & Janina,1979,poland,2
18 Dochmacka Aleksandra,1987,poland,1
Dolegiewicz Karol,1991,poland,1
Dolezal Eugeniusz,1981,poland,1
Dolinska Anna,1999,poland,1
Dolinski Czeslaw,1979,poland,1
Dolinski Hieronim & Rozalia & ch. Genowefa Sotnicka & Ferdynand,2009,poland,4
Dolski Antoni & Zofia,1989,poland,2
Dolza-Gronowski Stefan & Maria; son Tadeusz,1992,poland,3
Domagala Jan & Maria,1997,poland,2
Domanska Anna; ch. Maria Bogdan,1975,poland,2
Domanski Marian & Katarzyna & their dght. Leokadia Pauzewicz,2011,poland,3
Domanski Stanislaw & Wladyslawa; ch: Jerzy & Krystyna,1994,poland,4
Domanus Adela,1989,poland,1
Domaradzka Jozefa & d. Anna (Wozniak) Jadwiga,1986,poland,2
Dominska Wanda,1982,poland,1
Donalis-Klepacka Helena,1983,poland,1
Dorocinski Stefan; son Stefan,1995,poland,2
Dorota Antoni; daughter Aniela Mirkowska,1992,poland,2
Downarowicz Jerzy & Danuta,2001,poland,2
Drab Janina & sister Helena (Bochat),1988,poland,2
Drab Waclaw & brother Bronislaw,1988,poland,2
Drabich Stanislaw,2013,poland,1
Drabik Stanislaw & Petronela (Ruchel),2017,poland,2
Dragicevic Irena,1982,poland,1
Drewniak Wojciech & Zofia & s. Stanislaw,1988,poland,3
Drohobycki Bronislaw,1989,poland,1
Drozd Stanislaw & Joanna,2005,poland,2
